a, 工
rh, 年
ri, 朱
rj, 提
rk, 扣
rl, 押
rm, 抽
rn, 所
ro, 搂
rp, 近
rq, 换
rr, 折
rs, 打
rt, 手
ru, 拉
rv, 扫
rw, 失
rx, 批
ry, 扩
sa, 械
sb, 李
sc, 权
sd, 枯
se, 极
sf, 村
sg, 本
sh, 相
si, 档
sj, 查
sk, 可
sl, 楞
sm, 机
sn, 杨
so, 杰
sp, 棕
sq, 构
sr, 析
ss, 林
st, 格
su, 样
sv, 要
sw, 检
sx, 楷
sy, 术
ta, 长
tb, 季
tc, 么
td, 知
te, 秀
tf, 行
tg, 生
th, 处
ti, 秒
tj, 得
tk, 各
tl, 务
tm, 向
tn, 秘
to, 秋
tp, 管
tq, 称
tr, 物
ts, 条
tt, 笔
tu, 科
tv, 委
tw, 答
tx, 第
ty, 入
ua, 并
ub, 闻
uc, 冯
ud, 关
ue, 前
uf, 半
ug, 闰
uh, 站
ui, 冰
uj, 间
uk, 部
ul, 曾
um, 商
un, 决
uo, 普
up, 帝
uq, 交
ur, 瓣
us, 亲
ut, 产
uu, 立
uv, 妆
uw, 闪
ux, 北
uy, 六
va, 毁
vb, 好
vc, 妈
vd, 姑
ve, 奶
vf, 寻
vg, 姨
vi, 录
vj, 旭
vk, 如
vl, 舅
vn, 刀
vo, 灵
vp, 巡
vq, 婚
vs, 杂
vt, 九
vu, 嫌
vv, 妇
vx, 姆
vy, 妨
wa, 代
wb, 他
wc, 公
wd, 估
we, 仍
wf, 会
wg, 全
wh, 个
wi, 偿
wj, 介
wk, 保
wl, 佃
wm, 仙
wn, 亿
wo, 伙
wq, 你
wr, 伯
ws, 休
wt, 作
wu, 们
wv, 分
ww, 从
wx, 化
wy, 信
xa, 红
xb, 弛
xc, 经
xd, 顷
xe, 级
xf, 结
xg, 线
xh, 引
xi, 纱
xj, 旨
xk, 强
xl, 细
xm, 纲
xn, 纪
xo, 继
xp, 综
xq, 约
xr, 绵
xt, 张
xu, 弱
xv, 绿
xw, 给
xx, 比
xy, 纺
ya, 度
yb, 离
yc, 充
yd, 庆
ye, 衣
yf, 计
yg, 主
yh, 让
yi, 就
yj, 刘
yk, 训
yl, 为
ym, 高
yn, 记
yo, 变
yp, 这
yq, 义
yr, 诉
ys, 订
yt, 放
yu, 说
yv, 良
yw, 认
yx, 率
yy, 方

aaa, 工
aad, 式
aad, 匞
aah, 芽
aak, 戒
aau, 戔
aau, 芅
abe, 荫
abf, 茸
abf, 芓
abh, 邛
abh, 卭
abj, 节
abm, 茁
abu, 萨
abv, 匜
aca, 茎
acb, 芭
ack, 苔
acu, 䔍
ada, 莽
add, 弎
ade, 戎
adf, 苦
adh, 荐
adi, 藉
adk, 若
adm, 项
adn, 茂
adu, 芖
adw, 其
aee, 藐
aej, 苚
aer, 艿
aes, 菜
aet, 散
aet, 㣉
aeu, 藤
afb, 邯
afc, 靶
afd, 甘
afd, 弍
aff, 芏
afi, 蒜
afj, 革
afj, 芉
afl, 勒
afm, 贰
afn, 苇
afp, 鞍
afq, 鞠
afr, 靳
afs, 某
afu, 蔷
afw, 鞭
aga, 荆
agd, 匡
agd, 弌
age, 莆
agf, 芋
agn, 七
agn, 匚
agn, 匸
ago, 莱
agq, 葬
agu, 苹
ahd, 菲
ahf, 芷
ahf, 苜
ahf, 䒙
ahk, 熙
ahk, 㐄
ahn, 臣
aht, 牙
aib, 范
aig, 薄
aih, 菠
aii, 东
aik, 藻
ain, 荡
ais, 菏
ait, 落
aiu, 汞
aiu, 䒕
aiy, 茫
ajd, 莫
aje, 萌
ajf, 昔
ajf, 䒤
ajh, 划
ajh, 㓚
ajj, 草
ajl, 蔓
ajq, 葛
ajt, 蓝
aju, 茧
akd, 叵
akd, 戓
akg, 或
akk, 颧
ald, 茵
alf, 苗
alj, 莗
alk, 匣
all, 荔
alp, 莲
alq, 萝
alr, 艻
alt, 功
alw, 苏
amb, 芁
amd, 英
amf, 苖
amh, 匝
amu, 贡
amu, 貢
amu, 貣
amw, 黄
amy, 巩
anb, 艺
anb, 芑
and, 巨
anf, 蔚
anh, 蔬
ani, 忒
ann, 蕊
anu, 芯
anv, 世
aou, 炗
aou, 苂
apf, 蒙
apg, 莹
apj, 萤
apk, 营
apl, 劳
apo, 荧
aps, 荣
apu, 芝
apw, 蓉
aqb, 苑
aqf, 菳
aqg, 葡
aqi, 区
aqk, 敬
aqm, 殴
aqn, 苞
aqo, 菊
aqq, 欧
aqr, 萄
aqt, 获
aqu, 艾
aqu, 芕
aqv, 匹
aqv, 兂
aqv, 旡
aqy, 芍
arf, 苩
arj, 芹
ark, 匠
asf, 茜
asg, 苯
asj, 艼
ask, 苛
asu, 㭉
atd, 医
atg, 董
atj, 莉
atl, 蓖
atu, 䒘
atu, 䒩
atv, 萎
aty, 攻
auf, 苙
auf, 菛
auj, 莘
auk, 菩
aum, 蔽
aup, 蒂
auq, 蒋
aus, 薪
avb, 艽
avd, 菇
avk, 茹
avr, 芀
avt, 切
avt, 㓛
awb, 苍
awf, 蔡
awg, 葵
awj, 芥
awn, 巷
aws, 茶
awu, 共
awu, 䒔
awv, 芬
aww, 巫
awx, 花
awy, 蕉
axb, 芎
axj, 蕴
axq, 药
aya, 蔗
ayf, 䓂
ayj, 蔼
ayk, 蓑
ayn, 芒
ayr, 芳
ays, 蘑
ayu, 芠
ayx, 蓄
bai, 陈
bay, 聀
bbb, 子
bbg, 孖
bbg, 聑
bbg, 䦻
bbh, 耶
bbn, 阤
bct, 聚
bcv, 娶
bcy, 取
bcy, 䧞
bda, 隋
bde, 随
bdi, 承
bdj, 陌
bdx, 陇
beg, 阴
beg, 䎳
bfd, 孺
bfh, 陡
bfh, 䦹
bfi, 际
bfm, 陆
bfq, 阮
bfw, 陵
bgd, 卫
bgd, 孒
bgh, 耳
bgk, 隔
bgm, 陋
bgu, 陕
bhg, 耻
bhg, 阯
bhk, 屮
bib, 函
bii, 氶
bij, 隙
bip, 逊
biy, 孙
biy, 阥
bjg, 阳
bjh, 刵
bjm, 隅
bkf, 叾
bkm, 陨
bkw, 职
blf, 孟
blg, 䧃
blh, 阵
blh, 陣
blt, 阞
bmf, 祟
bmg, 聘
bmk, 出
bmy, 孭
bnh, 了
bnh, 卩
bnh, 阝
bnh, 凵
bnn, 孔
bnn, 巜
bnn, 耴
bnn, ⺋
bnn, 㔾
bnn, 䎲
bnu, 孞
bny, 恥
boy, 耿
boy, 阦
bpd, 䢊
bpf, 院
bpk, 辽
bpq, 耽
bpv, 迆
bpx, 陀
bqr, 陶
bqt, 聊
bqv, 陷
brc, 孤
bsg, 䧈
bsh, 耵
bsh, 䦺
bsk, 阿
bta, 降
btg, 隆
bty, 孜
bud, 联
bue, 隧
buj, 障
buk, 陪
buw, 隘
bve, 限
bwf, 附
bwg, 险
bwj, 阶
bwt, 除
bwy, 队
bxx, 陛
byi, 孓
byi, 卪
byt, 防
cad, 颈
caj, 弁
caj, 馵
cal, 劲
caq, 驱
cay, 戏
cbc, 骤
cbd, 预
cbg, 駬
cbh, 邓
cbh, 䣕
cbj, 予
cbn, 驰
cbn, 馳
cbq, 豫
cbt, 矛
ccc, 又
ccu, 㕕
ccu, 㕛
ccw, 骏
ccy, 双
ccy, 驭
ccy, 厸
ccy, 馭
ccy, 騳
cdd, 叁
cde, 参
cds, 骑
cdy, 驮
cdy, 馱
cdy, 䭾
cef, 䏍
cej, 甬
cel, 勇
cen, 恿
cep, 通
cex, 能
cff, 圣
cfh, 馯
cfj, 䭴
cfy, 对
ciu, 厼
cjg, 馹
cjg, 驲
ckf, 台
ckh, 驯
ckh, 馴
ckn, 怠
ckq, 驶
clg, 驷
clg, 駟
clt, 劝
clx, 骡
cmg, 骋
cmg, 駎
cmj, 岊
cmq, 观
cmu, 貟
cmu, 贠
cnh, 巴
cnn, 马
cny, 厶
cny, 
cpi, 遤
cpx, 驼
cqb, 允
cqk, 驹
cqq, 驳
cqw, 欢
cqy, 鸡
crh, 牟
crh, 馸
ctd, 矣
ctk, 骆
cty, 駇
cuh, 騂
cuh, 骍
cve, 艰
cwg, 验
cwy, 难
cyg, 驻
cyi, 叉
cyj, 蚤
cyn, 驴
cyy, 馼
daf, 左
dag, 矼
daj, 㚏
dam, 磺
dan, 碟
dav, 砌
day, 䂝
dbd, 顾
dbf, 耷
dbg, 矷
dbh, 䂙
dbj, 㚎
dbm, 础
dbv, 厄
dcb, 夿
dcg, 码
dcu, 友
dcu, 厷
dcu, 厺
dcu, 犮
dcu, 㕝
dcw, 雄
dcy, 碼
ddd, 磊
ddd, 㕆
ddg, 碱
ddg, 砳
ddh, 厦
ddi, 厌
ddm, 硕
ddn, 厉
ddu, 套
ddu, 㚐
ddy, 夶
ddy, 㹜
deb, 郁
dee, 硼
def, 有
deg, 胡
deh, 砽
dep, 鬃
det, 髟
deu, 長
dfa, 奔
dfc, 磕
dfd, 圧
dfe, 辰
dff, 硅
dff, 圶
dff, 夳
dfh, 矸
dfi, 奈
dfj, 夲
dfk, 厈
dfn, 夸
dft, 奢
dfu, 夺
dfy, 压
dga, 研
dgh, 古
dgj, 硬
dgk, 咸
dgn, 戌
dgt, 厂
dgt, 丆
dgt, 
dgu, 砰
dgv, 威
dhb, 存
dhc, 破
dhf, 在
dhg, 砋
dhk, 丰
dhq, 艳
dht, 夏
dhv, 契
dic, 耙
die, 硝
dif, 耕
dii, 耒
dit, 砂
diu, 泵
diu, 夵
diy, 砅
djb, 厚
djf, 百
djg, 碍
djh, 砷
djh, 矵
djj, 夰
djn, 奄
dkf, 右
dkf, 夻
dkj, 夼
dle, 历
dlf, 奋
dlg, 䦉
dlh, 砗
dlh, 硨
dlk, 厍
dlk, 厙
dlk, 㕅
dlr, 夯
dlt, 劯
dma, 碘
dmb, 冇
dmd, 碳
dmf, 碉
dmh, 布
dmj, 而
dmj, 㞭
dmn, 矶
dmq, 砚
dmu, 页
dmu, 頁
dmy, 矾
dna, 碾
dnb, 乭
dng, 䎁
dnn, 成
dnp, 迈
dnt, 戊
dnu, 怘
dnv, 万
dnv, 尤
dnv, 尢
dol, 盔
doq, 磷
dou, 灰
dpi, 达
dpi, 迖
dpq, 碗
dpr, 牵
dqb, 克
dqd, 兢
dqd, 㕋
dqe, 确
dqg, 碒
dqi, 砾
dqq, 爽
dqw, 砍
dqy, 矽
drg, 砶
drh, 斫
dri, 原
drt, 碑
dsg, 硒
dsh, 厢
dsh, 矴
dsj, 碴
dsk, 厅
dsu, 㚓
dsu, 䂞
dtb, 邦
dtf, 寿
dty, 故
dud, 磋
dud, 㕇
dug, 砬
duj, 辜
duk, 厗
duo, 碰
dup, 磅
duu, 冭
dux, 磁
dvc, 厩
dvf, 肆
dvi, 碌
dwf, 奉
dwg, 奏
dwi, 仄
dwi, 
dwj, 春
dwt, 秦
dww, 雁
dwy, 礁
dxa, 龚
dxb, 聋
dxb, 㔫
dxe, 龙
dxf, 垄
dxn, 䂗
dxx, 砒
dxy, 袭
dyc, 硫
dyg, 䂴
dyi, 太
dyi, 丈
dyn, 态
dyt, 矿
dyw, 碎
dyy, 砇
eaf, 腻
eag, 肛
eaj, 腊
ebc, 服
ebf, 孕
ebf, 孚
ebg, 䏪
ebn, 乳
ebn, 肔
eci, 夃
eck, 胎
ecl, 盈
ecn, 肥
ecn, 豝
edf, 胯
edf, 呄
edm, 须
edy, 肰
eee, 月
eef, 豺
eeg, 朋
eeq, 鹏
eer, 豸
eet, 肜
eey, 豚
eey, 豩
efc, 肢
efg, 肚
efg, 䝅
efh, 肝
efk, 膨
efp, 脖
efu, 寽
efw, 肤
efy, 肘
egc, 县
egd, 且
ege, 脯
egi, 胚
egl, 助
egm, 肺
egx, 胰
ehk, 丯
ehu, 辵
eip, 膛
eiu, 尕
ejf, 㸓
ejg, 胆
ejh, 刖
ejt, 腥
ekh, 肿
elf, 盁
elf, 䀃
elh, 胛
elt, 肋
elv, 爵
elw, 胁
ema, 腆
emc, 股
emn, 肌
emq, 觅
enb, 㐍
enn, 肊
enr, 肠
ent, 乃
env, 甩
eoy, 脒
epc, 受
epd, 爱
epd, 迌
epe, 脓
epe, 辸
epi, 逐
epq, 腕
epv, 胺
epw, 腔
eqd, 脆
eqn, 胞
eqq, 胸
erg, 胉
erh, 肵
eri, 腺
erm, 遥
ert, 脾
ese, 彩
esf, 膘
esu, 采
esu, 朶
esv, 腰
esw, 膝
eta, 胀
etg, 胜
etj, 腹
etk, 胳
eud, 腾
euf, 胖
eug, 䏠
euj, 臆
euk, 脱
eup, 膀
euq, 胶
eve, 腿
evf, 妥
evf, 舀
evg, 肗
evn, 肍
ewg, 脸
exj, 脂
eyb, 脑
eyf, 脏
eyi, 及
eyi, 豖
eyj, 脐
eym, 肮
eyt, 肪
eyw, 腑
eyx, 臃
fad, 堪
faf, 霸
faf, 卋
fai, 
faj, 卉
fak, 哉
fal, 载
fas, 栽
faw, 截
fay, 裁
fbh, 邗
fbj, 壭
fbk, 凷
fbn, 地
fcb, 却
fcl, 动
fcn, 翅
fcp, 运
fcr, 魂
fct, 埃
fcu, 去
fcu, 支
fcu, 云
fdf, 震
fdf, 雼
fdg, 坧
fdm, 需
fdn, 城
fey, 圾
ffc, 坛
fff, 圭
fff, 亖
ffh, 填
ffi, 款
fft, 堵
ffu, 寺
fge, 博
fgg, 二
fgh, 十
fgi, 坏
fgj, 埂
fgu, 坪
fha, 越
fhb, 趣
fhc, 坡
fhf, 直
fhf, 㱏
fhg, 址
fhg, 圵
fhh, 赴
fhi, 趟
fhk, 亍
fhl, 盐
fhn, 起
fhq, 赵
fhu, 走
fhv, 超
fhw, 真
fhy, 圤
fie, 霄
fii, 未
fiu, 示
fiy, 求
fje, 朝
fjf, 埋
fjg, 坦
fjh, 刊
fjh, 刌
fjj, 亓
fjj, 
fjk, 井
fjn, 塌
fjp, 进
fjt, 乾
fjw, 翰
fke, 袁
fkf, 吉
fkh, 圳
fku, 喜
flf, 雷
flf, 㿻
flt, 㔹
flt, 㘦
flw, 协
fmh, 圸
fmk, 击
fms, 垛
fmu, 南
fmy, 坝
fmy, 垻
fnb, 㐊
fnb, 㐋
fnf, 䨒
fnh, 韦
fnk, 霹
fnn, 圯
fnn, 圮
fnn, 圠
fnr, 声
fnu, 志
fnu, 忈
fnv, 亏
fnv, 亐
fnw, 块
fny, 专
fob, 郝
fof, 赫
fot, 赦
fou, 赤
fou, 灻
fou, 㶣
fpb, 勃
fpg, 壹
fpi, 过
fpk, 辻
fpk, 迀
fpm, 壳
fpo, 壶
fpx, 索
fqb, 元
fqb, 圥
fqd, 顽
fqn, 雹
fqp, 远
fqu, 均
fqv, 无
fqw, 坎
frg, 垢
frh, 圻
fsh, 霜
fsh, 圢
fsk, 坷
fss, 霖
fsu, 雬
ftb, 孝
fte, 才
fte, 耂
ftg, 考
ftj, 者
ftl, 雾
ftx, 老
fty, 坆
fty, 攼
fue, 丧
fuf, 幸
fuf, 雴
fug, 垃
fuh, 垶
fuj, 境
fuk, 培
ful, 增
fum, 墒
fvf, 雪
fvq, 霓
fwf, 替
fwi, 夫
fwm, 规
fwn, 埠
fwy, 堆
fyb, 墩
fyf, 霅
fyi, 圡
fyk, 壤
fym, 坑
fyp, 壕
fyr, 雱
fyt, 坊
fyt, 圹
fyu, 雯
fyv, 塘
fyy, 坟
gab, 邢
gae, 形
gag, 玒
gah, 武
gaj, 弄
gak, 开
gbg, 珥
gbg, 㺭
gbn, 屯
gcf, 至
gcg, 玛
gcu, 丟
gcy, 瑪
gcy, 㺨
gde, 瑚
gdi, 天
gdj, 蚕
gdk, 吞
gdu, 㺯
gdy, 㺴
gef, 青
geg, 玥
geh, 甫
geq, 静
ger, 瑶
geu, 表
gey, 琢
gfc, 珐
gfh, 玕
gfi, 球
gfk, 于
gfl, 盂
gfp, 迂
gfq, 玩
ggc, 琶
ggg, 王
ggg, 玨
ggh, 五
ggi, 环
ggl, 一
ggn, 瑟
ggw, 琴
ggx, 琵
ghc, 玻
ghd, 正
ghd, 㠪
ghg, 焉
ghg, 㺺
ghi, 下
ghk, 丅
ght, 政
ghy, 㺪
gie, 甭
gig, 歪
gii, 不
gik, 否
gim, 琐
gip, 还
gjf, 理
gjh, 惠
gjh, 刬
gjh, 㺫
gjk, 丌
gjq, 更
gkf, 吾
gkh, 囊
gkh, 玔
gki, 束
gkk, 卅
gkl, 副
gkm, 融
gkp, 带
gkq, 吏
gku, 豆
gkv, 事
glb, 画
glf, 盏
glh, 玾
gli, 柬
glk, 卌
glt, 玏
gma, 曹
gmd, 瑞
gmf, 再
gmi, 刺
gmm, 珊
gmn, 玑
gmq, 现
gmu, 责
gmu, 責
gmw, 丙
gmy, 丽
gmy, 珼
gnb, 㐏
gng, 与
gng, 珝
gni, 㝳
gnn, 瓦
gnn, 玌
gnn, 玘
gnr, 戸
gnu, 忢
gnv, 丂
god, 严
gog, 亚
goi, 来
goi, 灭
gpd, 辷
gpd, 迋
gqc, 殆
gqf, 殖
gqg, 残
gqg, 琻
gqi, 歹
gqj, 列
gqm, 殃
gqq, 殉
gqr, 殊
gqt, 歼
gqv, 兀
gqv, 兀
gqx, 死
gqy, 玖
grd, 碧
grg, 珀
gri, 珠
grq, 瑰
gsh, 玎
gsi, 末
gss, 琳
gtu, 麦
gty, 玫
guh, 平
guw, 夹
gvh, 妻
gwe, 珍
gwu, 兲
gwy, 玲
gwy, 玐
gxg, 互
gxi, 素
gxw, 夷
gxy, 毒
gyb, 璃
gyc, 琉
gyg, 斑
gyg, 琂
gyi, 玉
gyi, 玊
gyt, 班
gyv, 琅
gyy, 玟
haa, 虐
hag, 眶
hak, 虞
hal, 瞄
ham, 虎
han, 虑
hao, 虚
hav, 虍
hbg, 眲
hbj, 齒
hcd, 颇
hci, 皮
hcu, 攴
hdg, 䀦
hdh, 非
hdu, 狊
hef, 肯
heg, 眀
hep, 瞬
hes, 睬
het, 䀐
hfc, 歧
hfh, 盰
hft, 睹
hfw, 睦
hgd, 丄
hge, 睛
hgm, 凸
hgv, 睫
hhg, 止
hhg, 䀠
hhh, 目
hhu, 卡
hhu, 歨
hhy, 卜
hic, 叔
hid, 频
hir, 步
hiu, 尗
hjf, 㫖
hjg, 旧
hjj, 卓
hjs, 桌
hka, 战
hkf, 占
hko, 点
hlf, 盀
hlq, 卤
hmu, 贞
hmu, 貞
hmv, 凣
hna, 眠
hnd, 鼎
hnr, 卢
hnt, 瞩
hnu, 忐
hoy, 眯
hpd, 瞎
hpv, 㢟
hqb, 見
hqc, 餐
hqd, 瞻
hqi, 眺
hqu, 歺
hqu, 㱑
hqv, 睁
hrh, 盺
hsh, 盯
htf, 睡
hto, 瞅
htp, 眨
huj, 瞳
hve, 眼
hwb, 齿
hwg, 瞪
hwu, 具
hwu, 仧
hwv, 盼
hwy, 瞧
hxf, 些
hxn, 此
hxs, 柴
hxw, 雌
hxx, 紫
hyt, 眆
hyx, 眩
hyy, 盿
iad, 湛
iag, 江
iaj, 漠
iak, 灌
ian, 汇
ian, 㲺
iap, 涝
iaq, 沤
ias, 柒
iat, 浇
iav, 沏
iaw, 洪
iay, 㳀
ibg, 洱
ibg, 汓
ibi, 涵
ibk, 凼
ibn, 池
ibn, 氾
ibw, 滁
icd, 渗
ice, 涌
icf, 泽
ick, 治
icw, 滩
icy, 汉
icy, 溤
ide, 湖
idf, 涯
idf, 沯
idg, 沽
idg, 沰
idj, 淹
idl, 沥
idr, 源
idt, 涛
idu, 尖
idy, 汰
idy, 汏
idy, 汱
ieb, 浮
ief, 肖
ieg, 沮
ieg, 㳉
iej, 削
iet, 淫
iev, 滔
iex, 溪
iey, 汲
ifc, 法
iff, 尘
iff, 坔
ifg, 汢
ifh, 汗
ifh, 汁
ifj, 潮
ifk, 洁
ifn, 污
ifp, 渤
ifw, 潜
igd, 添
ige, 清
igg, 汪
igk, 滞
igm, 渍
igs, 沫
igy, 浅
iha, 滤
ihc, 波
ihg, 泪
ihg, 沚
ihi, 涉
ihj, 淖
ihk, 沾
iht, 小
iie, 消
iii, 水
iim, 淌
iit, 沙
iiy, 沝
ija, 瀑
ijf, 沓
ijg, 汨
ijg, 汩
ijl, 温
ijo, 湿
ijq, 渴
ijt, 滥
ijx, 混
ijy, 浊
ikf, 呇
ikh, 溃
ikh, 汌
ikk, 澡
ikm, 涡
ild, 涸
ile, 渭
ilf, 泴
ilf, 畄
ilf, 畓
ilg, 泗
ilg, 沺
ilg, 㳑
ilh, 㳌
ilp, 涟
ilr, 渐
ilt, 氻
ilw, 泅
imc, 没
imd, 湍
ime, 滑
img, 油
imh, 汕
imj, 测
imk, 沿
imn, 㲹
imy, 浿
inf, 汛
inn, 汜
inn, 㲸
inr, 汤
int, 泌
inx, 泥
iny, 沁
ioo, 淡
ioy, 洣
ipb, 学
ipb, 
ipe, 浓
ipf, 尝
ipg, 演
ipk, 党
ipl, 浑
ipm, 沉
ipq, 沈
ipr, 滨
ips, 泞
ipu, 滓
ipw, 深
iqb, 光
iqc, 沟
iqd, 淆
iqg, 淦
iqm, 涣
iqn, 泡
iqr, 淘
iqy, 汐
iqy, 㲼
ird, 湃
ire, 派
irg, 泊
irh, 沂
irn, 汽
irr, 浙
iry, 激
isf, 漂
isg, 洒
ish, 汀
isj, 潭
isk, 河
iss, 淋
isw, 漆
isy, 沐
itd, 活
itf, 洗
ith, 省
itk, 洛
itl, 劣
itm, 澳
ito, 渊
itp, 泛
itr, 少
its, 涤
itx, 海
ity, 汷
ity, 㳊
iub, 溯
iuc, 滚
iud, 洋
iug, 泣
iuh, 㳯
iuj, 漳
iuk, 涪
ium, 滴
iuw, 溢
iux, 滋
ivc, 溉
ivf, 当
ivf, 㳫
ivg, 汝
ivk, 沼
ivl, 淄
ivn, 氿
ivp, 浸
ivs, 染
ivw, 梁
ivy, 涩
iwb, 沧
iwe, 脊
iwf, 举
iwg, 洽
iwt, 涂
iwu, 兴
iwu, 氼
iwv, 汾
iww, 浴
iwx, 沦
iwy, 淮
iwy, 汃
iwy, 汄
ixg, 澠
ixj, 沸
ixt, 涨
ixu, 溺
ixw, 潍
iya, 渡
iyb, 淳
iyc, 流
iyg, 注
iyj, 济
iyn, 沪
iyo, 湾
iyt, 洲
iyt, 汸
iyt, 㲿
iyu, 尐
iyv, 浪
iyw, 液
iyy, 汶
jag, 虹
jah, 蚜
jaj, 蜡
jaj, 㫒
jan, 蝶
jat, 晓
jaw, 暴
jbc, 最
jbf, 㫗
jbg, 虸
jbn, 虵
